ID,Suburb,Address,Postcode,CouncilArea,Regionname,Price,SaleDate,Seller,Bedrooms,Bathrooms,CarSpaces,Landsize,Latitude,Longitude
594,Ascot Vale,39 Middle St,3032,Moonee Valley,Western Metropolitan,1530000,27/05/2017,Nelson,3,2,1,257,-37.77727,144.92655
595,Essendon,1 Daisy St,3040,Moonee Valley,Western Metropolitan,1360000,3/06/2017,Jellis,4,2,1,267,-37.75472,144.92723
596,Moonee Ponds,59 Robinson St,3039,Moonee Valley,Western Metropolitan,1020000,1/07/2017,Jellis,2,1,1,269,-37.75782,144.92088
597,Niddrie,64 Muriel St,3042,Moonee Valley,Western Metropolitan,1006000,22/07/2017,Brad,4,2,1,270,-37.74266,144.88577
598,Ascot Vale,29 Doncaster St,3032,Moonee Valley,Western Metropolitan,1185000,29/07/2017,Barry,3,2,2,271,-37.7783,144.90876
599,Moonee Ponds,20 Huntly St,3039,Moonee Valley,Western Metropolitan,970000,20/05/2017,Nelson,2,1,2,272,-37.7641,144.9073
600,Flemington,84 Canterbury St,3031,Moonee Valley,Northern Metropolitan,953000,8/04/2017,Biggin,2,1,0,274,-37.7813,144.9238
601,Moonee Ponds,65 Darling St,3039,Moonee Valley,Western Metropolitan,1240000,29/04/2017,McDonald,3,2,2,275,-37.767,144.9108
602,Essendon,27 Miller St,3040,Moonee Valley,Western Metropolitan,1320000,3/06/2017,Rendina,3,2,1,276,-37.75126,144.89558
603,Moonee Ponds,38 Bent St,3039,Moonee Valley,Western Metropolitan,1060000,12/08/2017,Nelson,2,1,1,283,-37.76218,144.92886
604,Keilor East,20A Etka Av,3033,Moonee Valley,Western Metropolitan,1022000,12/08/2017,Nelson,4,2,2,284,-37.73574,144.87014
605,Strathmore,1/351 Napier St,3041,Moonee Valley,Western Metropolitan,750000,8/07/2017,Nelson,3,2,2,288,-37.73415,144.91852
606,Travancore,112 Baroda St,3032,Moonee Valley,Western Metropolitan,2070000,12/08/2017,Nelson,4,3,2,291,-37.77784,144.93482
607,Essendon,129 Deakin St,3040,Moonee Valley,Western Metropolitan,1002000,29/07/2017,Nelson,3,2,2,292,-37.74093,144.89279
608,Flemington,25 Elm St,3031,Moonee Valley,Northern Metropolitan,1220000,12/08/2017,Nelson,3,1,1,293,-37.78446,144.92797
609,Niddrie,21 Ryder St,3042,Moonee Valley,Western Metropolitan,810000,8/04/2017,Barry,3,2,1,297,-37.738,144.8865
610,Airport West,127A Parer Rd,3042,Moonee Valley,Western Metropolitan,856000,27/05/2017,Barry,3,2,1,300,-37.71917,144.87819
611,Keilor East,28 Nyah St,3033,Moonee Valley,Western Metropolitan,777000,22/07/2017,Brad,3,2,1,300,-37.73421,144.86832
612,Flemington,139 Victoria St,3031,Moonee Valley,Northern Metropolitan,1340000,24/06/2017,Nelson,4,2,1,302,-37.7845,144.93582
613,Strathmore,47 York St,3041,Moonee Valley,Western Metropolitan,1016000,12/08/2017,Considine,3,2,1,304,-37.73456,144.91521
614,Airport West,33 Green St,3042,Moonee Valley,Western Metropolitan,720000,8/04/2017,Brad,3,2,2,305,-37.7284,144.8874
615,Airport West,2b Roberts Rd,3042,Moonee Valley,Western Metropolitan,850000,3/06/2017,Barry,3,2,1,307,-37.72649,144.88489
616,Essendon,98A Hoffmans Rd,3040,Moonee Valley,Western Metropolitan,983000,20/05/2017,Rendina,3,3,2,309,-37.7457,144.8912
617,Moonee Ponds,75 Bowen St,3039,Moonee Valley,Western Metropolitan,1040000,8/04/2017,Nelson,2,1,2,313,-37.7663,144.9098
618,Keilor East,54 David Av,3033,Moonee Valley,Western Metropolitan,920000,15/07/2017,Nelson,3,2,1,313,-37.74214,144.86965
619,Ascot Vale,67 The Parade,3032,Moonee Valley,Western Metropolitan,1035000,22/07/2017,Alexkarbon,2,1,1,319,-37.77266,144.9131
620,Flemington,143 Victoria St,3031,Moonee Valley,Northern Metropolitan,940000,8/04/2017,hockingstuart,3,1,1,320,-37.7844,144.9359
621,Essendon,48 Fitzgerald Rd,3040,Moonee Valley,Western Metropolitan,900000,3/06/2017,Nelson,3,1,1,324,-37.7525,144.90417
622,Niddrie,45 Muriel St,3042,Moonee Valley,Western Metropolitan,1230000,12/08/2017,Barry,3,2,1,324,-37.7431,144.88722
623,Travancore,1/15 Flemington St,3032,Moonee Valley,Western Metropolitan,856000,24/06/2017,Nelson,2,1,2,326,-37.78281,144.93567
624,Ascot Vale,29 Myrnong Cr,3032,Moonee Valley,Western Metropolitan,1250000,12/08/2017,Jellis,3,1,1,327,-37.77659,144.9338
625,Keilor East,3A Warren Ct,3033,Moonee Valley,Western Metropolitan,710000,8/07/2017,Barry,4,2,1,330,-37.74165,144.86279
626,Essendon,37 McPhail St,3040,Moonee Valley,Western Metropolitan,1195000,17/06/2017,Jellis,2,1,1,337,-37.7545,144.91194
627,Avondale Heights,7A Downland Sq,3034,Moonee Valley,Western Metropolitan,773000,24/06/2017,Moonee,4,2,2,344,-37.75861,144.86687
628,Ascot Vale,33 Fenton St,3032,Moonee Valley,Western Metropolitan,1750000,17/06/2017,Rendina,4,2,1,360,-37.77459,144.92993
629,Strathmore,8 Jones Ct,3041,Moonee Valley,Western Metropolitan,1021000,8/04/2017,Considine,3,2,2,371,-37.7229,144.9055
630,Airport West,163 Halsey Rd,3042,Moonee Valley,Western Metropolitan,650000,27/05/2017,Prime,2,1,3,374,-37.71811,144.87693
631,Moonee Ponds,90 Bent St,3039,Moonee Valley,Western Metropolitan,1400000,29/07/2017,Hodges,4,2,1,375,-37.76261,144.93249
632,Ascot Vale,27 Hurtle St,3032,Moonee Valley,Western Metropolitan,1500000,3/06/2017,Biggin,3,3,1,382,-37.77206,144.90397
633,Essendon,42 Fitzgerald Rd,3040,Moonee Valley,Western Metropolitan,1131000,20/05/2017,Frank,3,1,1,387,-37.755,144.9272
634,Moonee Ponds,115 Eglinton St,3039,Moonee Valley,Western Metropolitan,1425000,15/07/2017,Jellis,4,2,2,388,-37.7685,144.91103
635,Essendon,15 Robb St,3040,Moonee Valley,Western Metropolitan,1620000,22/07/2017,Nelson,3,1,1,393,-37.75769,144.91051
636,Aberfeldie,45 Afton St,3040,Moonee Valley,Western Metropolitan,2050000,22/07/2017,McDonald,3,2,6,402,-37.76027,144.88954
637,Essendon,2/2 Roberts St,3040,Moonee Valley,Western Metropolitan,960000,22/04/2017,Barry,3,2,1,411,-37.7544,144.8986
638,Moonee Ponds,79 Ormond Rd,3039,Moonee Valley,Western Metropolitan,940000,8/04/2017,Brad,2,1,2,428,-37.773,144.9332
639,Moonee Ponds,6 Addison St,3039,Moonee Valley,Western Metropolitan,1810000,1/07/2017,Jellis,4,2,2,431,-37.77019,144.92691
640,Moonee Ponds,25 George St,3039,Moonee Valley,Western Metropolitan,955000,29/04/2017,Woodards,4,2,3,431,-37.7615,144.9094
641,Flemington,20 Bryant St,3031,Moonee Valley,Northern Metropolitan,1550000,13/05/2017,Nelson,5,1,1,432,-37.7859,144.9323
642,Essendon,21 Butler St,3040,Moonee Valley,Western Metropolitan,1325000,1/07/2017,McDonald,3,2,2,441,-37.74664,144.92285
643,Essendon,13 Gordon St,3040,Moonee Valley,Western Metropolitan,1398000,8/07/2017,Barry,3,2,1,445,-37.75621,144.93401
644,Moonee Ponds,184 Maribyrnong Rd,3039,Moonee Valley,Western Metropolitan,1375000,24/06/2017,Brad,3,1,1,449,-37.77106,144.91162
645,Moonee Ponds,27 The Strand,3039,Moonee Valley,Western Metropolitan,1250000,1/07/2017,Nelson,2,1,1,450,-37.76121,144.92525
646,Moonee Ponds,121 Vine St,3039,Moonee Valley,Western Metropolitan,1302500,13/05/2017,Jellis,2,1,2,455,-37.7692,144.9353
647,Moonee Ponds,13 Ophir St,3039,Moonee Valley,Western Metropolitan,1350000,13/05/2017,Jellis,2,1,1,459,-37.7589,144.9184
648,Moonee Ponds,74 Vine St,3039,Moonee Valley,Western Metropolitan,1320000,8/07/2017,McDonald,3,1,2,459,-37.7693,144.93415
649,Essendon,32 Roberts St,3040,Moonee Valley,Western Metropolitan,1500000,12/08/2017,Nelson,4,2,2,465,-37.75178,144.89876
650,Essendon,22 Lyon St,3040,Moonee Valley,Western Metropolitan,1200000,24/06/2017,Nelson,2,1,2,470,-37.75225,144.90462
651,Flemington,1/44 Ascot Vale Rd,3031,Moonee Valley,Northern Metropolitan,390000,22/04/2017,Nelson,2,1,1,472,-37.7851,144.922
652,Essendon,10 Glen St,3040,Moonee Valley,Western Metropolitan,1400000,20/05/2017,Considine,3,1,1,476,-37.7495,144.9157
653,Moonee Ponds,102 Waverley St,3039,Moonee Valley,Western Metropolitan,1270000,8/07/2017,Jellis,4,1,3,478,-37.76421,144.90571
654,Ascot Vale,68 South St,3032,Moonee Valley,Western Metropolitan,1375000,24/06/2017,Brad,3,1,2,483,-37.7777,144.92512
655,Aberfeldie,18 Valencia St,3040,Moonee Valley,Western Metropolitan,1472000,22/07/2017,Rendina,5,3,2,486,-37.76111,144.89845
656,Airport West,67 Halsey Rd,3042,Moonee Valley,Western Metropolitan,510000,29/04/2017,Nelson,3,1,1,488,-37.7191,144.8857
657,Keilor East,44 Granite Wy,3033,Moonee Valley,Western Metropolitan,1100000,15/07/2017,Nelson,4,4,2,500,-37.73573,144.87531
658,Ascot Vale,54 The Parade,3032,Moonee Valley,Western Metropolitan,1230000,17/06/2017,Woodards,3,1,1,504,-37.77279,144.91732
659,Moonee Ponds,31 Pattison St,3039,Moonee Valley,Western Metropolitan,1531000,6/05/2017,Rendina,4,2,3,508,-37.7709,144.9338
660,Essendon,127 Deakin St,3040,Moonee Valley,Western Metropolitan,1280000,12/08/2017,Nelson,2,1,1,512,-37.74121,144.89273
661,Essendon North,10 Cowper St,3041,Moonee Valley,Western Metropolitan,1291000,8/04/2017,Barry,4,2,2,521,-37.7372,144.9022
662,Ascot Vale,85 The Parade,3032,Moonee Valley,Western Metropolitan,1310000,22/07/2017,Brad,3,1,2,523,-37.77255,144.91213
663,Strathmore,221 Mascoma St,3041,Moonee Valley,Western Metropolitan,900000,13/05/2017,Nelson,3,1,2,531,-37.7192,144.9045
664,Strathmore,186 Mascoma St,3041,Moonee Valley,Western Metropolitan,910000,8/04/2017,Brad,5,2,2,533,-37.7189,144.9044
665,Keilor East,5 Carey Ct,3033,Moonee Valley,Western Metropolitan,825000,27/05/2017,Barry,3,1,0,534,-37.7444,144.86124
666,Strathmore,164 Mascoma St,3041,Moonee Valley,Western Metropolitan,883000,24/06/2017,Considine,3,1,1,534,-37.719,144.90634
667,Keilor East,23 Phillip Rd,3033,Moonee Valley,Western Metropolitan,880000,22/07/2017,Barry,4,1,1,534,-37.74807,144.86927
668,Airport West,8 Kittyhawk St,3042,Moonee Valley,Western Metropolitan,1026000,3/06/2017,Brad,4,3,2,534,-37.72623,144.86773
669,Keilor East,12 Cecelia Dr,3033,Moonee Valley,Western Metropolitan,745000,13/05/2017,Nelson,3,1,1,535,-37.7475,144.852
670,Keilor East,92 Sterling Dr,3033,Moonee Valley,Western Metropolitan,698000,27/05/2017,Nelson,4,2,2,535,-37.74083,144.85545
671,Avondale Heights,26 Clarendon St,3034,Moonee Valley,Western Metropolitan,665000,22/07/2017,Nelson,4,1,1,538,-37.76518,144.85621
672,Strathmore,18 Strathaird St,3041,Moonee Valley,Western Metropolitan,810000,6/05/2017,Nelson,4,1,1,543,-37.7199,144.9044
673,Moonee Ponds,72 Clarinda Rd,3039,Moonee Valley,Western Metropolitan,1420200,20/05/2017,Purplebricks,3,2,2,543,-37.7619,144.9083
674,Keilor East,52 Prospect Dr,3033,Moonee Valley,Western Metropolitan,738000,13/05/2017,Moonee,3,1,4,546,-37.7486,144.8565
675,Keilor East,10 Cecelia Dr,3033,Moonee Valley,Western Metropolitan,806000,27/05/2017,Barry,3,2,4,546,-37.74761,144.8521
676,Moonee Ponds,15 Grandison St,3039,Moonee Valley,Western Metropolitan,1425500,8/07/2017,hockingstuart,1,1,1,552,-37.76075,144.91927
677,Strathmore,12 Loeman St,3041,Moonee Valley,Western Metropolitan,925000,8/04/2017,Frank,3,3,1,555,-37.7345,144.9228
678,Aberfeldie,5 Rita St,3040,Moonee Valley,Western Metropolitan,2905000,27/05/2017,Rendina,5,3,2,557,-37.76181,144.89327
679,Niddrie,42 Newman Cr,3042,Moonee Valley,Western Metropolitan,950000,15/07/2017,Nelson,4,1,2,558,-37.73834,144.88197
680,Avondale Heights,49 Ridge Dr,3034,Moonee Valley,Western Metropolitan,750000,22/07/2017,Barry,3,1,2,561,-37.7528,144.85585
681,Niddrie,27 The Avenue,3042,Moonee Valley,Western Metropolitan,1751000,17/06/2017,Barry,4,3,2,564,-37.73666,144.87725
682,Ascot Vale,13 Victory Pde,3032,Moonee Valley,Western Metropolitan,1370000,27/05/2017,Nelson,3,2,2,566,-37.7801,144.90976
683,Keilor East,43 The Crossway,3033,Moonee Valley,Western Metropolitan,860000,15/07/2017,Nelson,3,1,1,568,-37.7465,144.8613
684,Avondale Heights,13 Wood St,3034,Moonee Valley,Western Metropolitan,945000,3/06/2017,Moonee,5,2,1,570,-37.76848,144.86294
685,Airport West,4 Myrtle Gr,3042,Moonee Valley,Western Metropolitan,905000,24/06/2017,Jellis,3,1,2,573,-37.72908,144.88327
686,Keilor East,63 Park Dr,3033,Moonee Valley,Western Metropolitan,843000,8/04/2017,Nelson,3,2,4,573,-37.7473,144.8555
687,Avondale Heights,24 Thompson St,3034,Moonee Valley,Western Metropolitan,835000,27/05/2017,Nelson,4,2,2,573,-37.76272,144.85569
688,Moonee Ponds,109 Waverley St,3039,Moonee Valley,Western Metropolitan,1515000,8/04/2017,Nelson,4,2,3,574,-37.7644,144.9061
689,Keilor East,14 Noga Av,3033,Moonee Valley,Western Metropolitan,840000,15/07/2017,Whiting,3,1,2,575,-37.74316,144.87894
690,Niddrie,13 The Avenue,3042,Moonee Valley,Western Metropolitan,980000,27/05/2017,Nelson,3,1,2,577,-37.73521,144.87709
691,Avondale Heights,55 Ridge Dr,3034,Moonee Valley,Western Metropolitan,800000,22/07/2017,Barry,5,2,3,577,-37.75261,144.85631
692,Avondale Heights,9 Thompson St,3034,Moonee Valley,Western Metropolitan,934000,15/07/2017,Moonee,4,2,1,581,-37.76421,144.85594
693,Avondale Heights,6 Ridley Av,3034,Moonee Valley,Western Metropolitan,720000,8/07/2017,Harcourts,3,1,1,582,-37.76063,144.8603
694,Avondale Heights,24 Doyle St,3034,Moonee Valley,Western Metropolitan,750000,17/06/2017,Moonee,3,1,1,585,-37.75986,144.85886
695,Essendon West,384 Buckley St,3040,Moonee Valley,Western Metropolitan,1410000,15/07/2017,Jellis,3,2,1,585,-37.75374,144.88932
696,Airport West,65 Clydesdale Rd,3042,Moonee Valley,Western Metropolitan,845000,3/06/2017,Barry,3,1,2,589,-37.72207,144.87905
697,Essendon,75 Deakin St,3040,Moonee Valley,Western Metropolitan,1165000,12/08/2017,Barry,3,1,1,590,-37.74652,144.89178
698,Essendon,35 Washington St,3040,Moonee Valley,Western Metropolitan,2210000,3/06/2017,Brad,5,3,2,590,-37.75511,144.90935
699,Airport West,48 Bedford St,3042,Moonee Valley,Western Metropolitan,872500,8/04/2017,Nelson,3,1,1,594,-37.7203,144.8757
700,Avondale Heights,107 North Rd,3034,Moonee Valley,Western Metropolitan,680000,8/07/2017,FN,3,1,1,596,-37.75718,144.85357
701,Moonee Ponds,36 Aberfeldie St,3039,Moonee Valley,Western Metropolitan,1850000,3/06/2017,McDonald,3,2,2,596,-37.76086,144.90497
702,Moonee Ponds,36 Aberfeldie St,3039,Moonee Valley,Western Metropolitan,1850000,17/06/2017,McDonald,3,2,2,596,-37.76086,144.90497
703,Keilor East,71 Nyah St,3033,Moonee Valley,Western Metropolitan,1005000,8/07/2017,Nelson,5,3,2,596,-37.7305,144.86863
704,Keilor East,50 Milleara Rd,3033,Moonee Valley,Western Metropolitan,850000,12/08/2017,Barry,3,1,1,597,-37.73305,144.86526
705,Niddrie,59 Hoffmans Rd,3042,Moonee Valley,Western Metropolitan,944000,13/05/2017,Barry,3,1,2,597,-37.7473,144.8905
706,Moonee Ponds,119 Park St,3039,Moonee Valley,Western Metropolitan,2300000,13/05/2017,Nelson,5,2,2,597,-37.7611,144.9095
707,Keilor East,6 Mark St,3033,Moonee Valley,Western Metropolitan,1120000,17/06/2017,Barry,4,2,2,599,-37.73514,144.87144
708,Avondale Heights,41 Herbert St,3034,Moonee Valley,Western Metropolitan,825000,1/07/2017,McDonald,3,1,4,603,-37.76616,144.8575
709,Keilor East,68 Nyah St,3033,Moonee Valley,Western Metropolitan,1001000,17/06/2017,Nelson,3,1,2,605,-37.73137,144.86882
710,Essendon West,36 Emerald St,3040,Moonee Valley,Western Metropolitan,2200000,1/07/2017,Nelson,5,3,2,607,-37.75148,144.88519
711,Strathmore,78 Bulla Rd,3041,Moonee Valley,Western Metropolitan,2000000,12/08/2017,Nelson,7,3,4,608,-37.73681,144.90587
712,Essendon,11 Waverley St,3040,Moonee Valley,Western Metropolitan,1155000,17/06/2017,Brad,4,1,3,616,-37.75728,144.90723
713,Flemington,36 Wellington St,3031,Moonee Valley,Northern Metropolitan,2268000,3/06/2017,Nelson,4,2,2,616,-37.78474,144.9322
714,Niddrie,13 George St,3042,Moonee Valley,Western Metropolitan,960000,6/05/2017,Nelson,3,1,2,626,-37.7421,144.8851
715,Essendon,35 Glen St,3040,Moonee Valley,Western Metropolitan,1720000,20/05/2017,Frank,4,2,2,639,-37.7471,144.9157
716,Aberfeldie,435 Buckley St,3040,Moonee Valley,Western Metropolitan,1210000,24/06/2017,Nelson,3,1,6,645,-37.75418,144.89017
717,Niddrie,19 Nolan St,3042,Moonee Valley,Western Metropolitan,1300000,17/06/2017,Nelson,3,1,4,646,-37.7415,144.88923
718,Niddrie,20 Rutland St,3042,Moonee Valley,Western Metropolitan,1405000,29/04/2017,Barry,1,1,0,649,-37.7356,144.8799
719,Niddrie,13 Hotham Rd,3042,Moonee Valley,Western Metropolitan,1450000,29/04/2017,Barry,3,1,1,650,-37.7368,144.8886
720,Niddrie,60 Teague St,3042,Moonee Valley,Western Metropolitan,1200000,8/04/2017,Brad,3,1,1,650,-37.7436,144.8856
721,Niddrie,30 Carrington Rd,3042,Moonee Valley,Western Metropolitan,1312000,6/05/2017,Brad,3,1,1,650,-37.7375,144.8885
722,Niddrie,35 Spring St,3042,Moonee Valley,Western Metropolitan,1010000,27/05/2017,Barry,4,2,2,650,-37.73327,144.87482
723,Niddrie,61 Nolan St,3042,Moonee Valley,Western Metropolitan,1337000,3/06/2017,Barry,4,2,2,650,-37.74103,144.88496
724,Niddrie,48 Ida St,3042,Moonee Valley,Western Metropolitan,1315000,24/06/2017,Barry,4,2,2,650,-37.74549,144.88666
725,Niddrie,8 Goble St,3042,Moonee Valley,Western Metropolitan,1130000,22/07/2017,Nelson,4,2,2,650,-37.73435,144.8768
726,Strathmore,1 Lebanon St,3041,Moonee Valley,Western Metropolitan,995000,20/05/2017,Jellis,3,2,3,653,-37.7296,144.9225
727,Niddrie,13 Haldane Rd,3042,Moonee Valley,Western Metropolitan,935000,6/05/2017,Purplebricks,3,1,2,657,-37.7356,144.8859
728,Keilor East,17 Janet St,3033,Moonee Valley,Western Metropolitan,912000,20/05/2017,Nelson,3,1,3,660,-37.7466,144.8707
729,Essendon,25 Hesleden St,3040,Moonee Valley,Western Metropolitan,2050000,12/08/2017,Bullen,5,3,3,663,-37.74351,144.92174
730,Avondale Heights,132 Templewood Cr,3034,Moonee Valley,Western Metropolitan,1107500,8/07/2017,Nelson,3,3,1,668,-37.75962,144.86675
731,Keilor East,3 Border Dr,3033,Moonee Valley,Western Metropolitan,918000,22/07/2017,Nelson,3,2,2,669,-37.73936,144.85874
732,Aberfeldie,5 Aroona Ct,3040,Moonee Valley,Western Metropolitan,1680000,22/07/2017,Raine,3,2,2,673,-37.76316,144.89799
733,Moonee Ponds,39 Taylor St,3039,Moonee Valley,Western Metropolitan,1225000,12/08/2017,Jellis,3,2,2,674,-37.76389,144.9185
734,Moonee Ponds,99 Eglinton St,3039,Moonee Valley,Western Metropolitan,1940000,8/04/2017,Frank,4,2,3,675,-37.7686,144.912
735,Avondale Heights,29 Brentwood Dr,3034,Moonee Valley,Western Metropolitan,820000,8/07/2017,Moonee,3,1,2,680,-37.77178,144.85397
736,Essendon,6 Fitzgerald Rd,3040,Moonee Valley,Western Metropolitan,1607500,20/05/2017,Barry,5,3,1,695,-37.7577,144.9267
737,Strathmore,38 Upland Rd,3041,Moonee Valley,Western Metropolitan,1742000,12/08/2017,Barry,3,2,3,697,-37.74057,144.92172
738,Essendon,3 Crisp St,3040,Moonee Valley,Western Metropolitan,1652000,20/05/2017,Brad,5,2,1,697,-37.7459,144.9159
739,Strathmore,140 Woodland St,3041,Moonee Valley,Western Metropolitan,1650000,24/06/2017,Trimson,3,3,2,698,-37.74246,144.92074
740,Strathmore,2 Henshall Rd,3041,Moonee Valley,Western Metropolitan,1780000,3/06/2017,Nelson,5,3,6,699,-37.7377,144.91896
741,Keilor East,188 Rachelle Rd,3033,Moonee Valley,Western Metropolitan,835000,8/04/2017,Brad,3,2,2,700,-37.7322,144.8722
742,Strathmore,68 Willonga St,3041,Moonee Valley,Western Metropolitan,1150000,20/05/2017,Brad,5,2,2,702,-37.7253,144.9146
743,Keilor East,3 Pennington St,3033,Moonee Valley,Western Metropolitan,941000,13/05/2017,Harcourts,3,1,1,703,-37.746,144.8651
744,Niddrie,4/503 Keilor Rd,3042,Moonee Valley,Western Metropolitan,325000,20/05/2017,Nelson,1,1,1,710,-37.7355,144.8874
745,Airport West,9 South Rd,3042,Moonee Valley,Western Metropolitan,961000,1/07/2017,Nelson,3,1,2,717,-37.72274,144.88002
746,Avondale Heights,12 Brentwood Dr,3034,Moonee Valley,Western Metropolitan,1000000,3/06/2017,Barry,3,1,1,723,-37.77222,144.85412
747,Essendon,103 Woodland St,3040,Moonee Valley,Western Metropolitan,1550000,15/07/2017,Nelson,3,1,1,730,-37.74253,144.91753
748,Strathmore,10 Fenacre St,3041,Moonee Valley,Western Metropolitan,1220000,22/07/2017,Nelson,4,1,2,750,-37.73051,144.91731
749,Aberfeldie,241 Buckley St,3040,Moonee Valley,Western Metropolitan,1380000,12/08/2017,Nelson,4,2,2,766,-37.75595,144.90551
750,Airport West,72 Clydesdale Rd,3042,Moonee Valley,Western Metropolitan,1250000,3/06/2017,Barry,3,1,1,773,-37.72265,144.8793
751,Avondale Heights,44 Alexander St,3034,Moonee Valley,Western Metropolitan,1085000,17/06/2017,Moonee,2,1,3,780,-37.76654,144.86469
752,Essendon West,10 Beryl St,3040,Moonee Valley,Western Metropolitan,1390000,24/06/2017,Nelson,3,1,2,793,-37.74944,144.88479
753,Niddrie,24 The Avenue,3042,Moonee Valley,Western Metropolitan,850000,8/04/2017,Barry,3,2,2,795,-37.736,144.8771
754,Moonee Ponds,9 Corio St,3039,Moonee Valley,Western Metropolitan,1670000,8/04/2017,Brad,3,2,2,803,-37.7627,144.9047
755,Essendon North,18 Royal Av,3041,Moonee Valley,Western Metropolitan,1535000,22/07/2017,Jellis,3,1,2,811,-37.7384,144.90485
756,Keilor East,19 Tuppal Pl,3033,Moonee Valley,Western Metropolitan,885000,29/04/2017,Nelson,4,2,2,814,-37.7317,144.8619
757,Essendon,61 William St,3040,Moonee Valley,Western Metropolitan,1875000,29/07/2017,Jellis,3,1,2,828,-37.74473,144.90238
758,Airport West,25 Clydesdale Rd,3042,Moonee Valley,Western Metropolitan,985000,29/04/2017,McDonald,3,1,1,841,-37.7251,144.8785
759,Essendon,1/8 Glass St,3040,Moonee Valley,Western Metropolitan,310000,20/05/2017,Brad,1,1,1,845,-37.7469,144.9206
760,Essendon West,36 Ruby St,3040,Moonee Valley,Western Metropolitan,1050000,27/05/2017,Barry,3,3,1,846,-37.75228,144.88429
761,Essendon,100 Bradshaw St,3040,Moonee Valley,Western Metropolitan,1980000,27/05/2017,Barry,2,1,6,856,-37.74022,144.89557
762,Strathmore,5 Kilburn St,3041,Moonee Valley,Western Metropolitan,1610000,12/08/2017,Considine,4,3,2,861,-37.73154,144.92243
763,Essendon,1/18 Balmoral St,3040,Moonee Valley,Western Metropolitan,580000,17/06/2017,Barry,2,1,1,921,-37.74904,144.90668
764,Essendon,11 Banchory St,3040,Moonee Valley,Western Metropolitan,2165000,12/08/2017,Nelson,4,2,3,951,-37.74997,144.90752
765,Keilor East,9 Surrey Dr,3033,Moonee Valley,Western Metropolitan,1475000,29/07/2017,Harcourts,4,2,2,988,-37.75166,144.87552
766,Ascot Vale,1/129 The Parade,3032,Moonee Valley,Western Metropolitan,566000,15/07/2017,Nelson,2,1,1,1017,-37.77226,144.90942
767,Essendon,1/46 Richardson St,3040,Moonee Valley,Western Metropolitan,550000,29/07/2017,Brad,2,1,1,1032,-37.7498,144.91228
768,Niddrie,204/4 Hotham Rd,3042,Moonee Valley,Western Metropolitan,500000,29/04/2017,Nelson,3,1,1,1218,-37.736,144.8886
769,Essendon,106/1020 Mt Alexander Rd,3040,Moonee Valley,Western Metropolitan,720000,24/06/2017,Weda,2,2,2,1523,-37.74999,144.91447
770,Aberfeldie,6/39 St Kinnord St,3040,Moonee Valley,Western Metropolitan,310000,22/07/2017,Brad,1,1,1,1715,-37.75882,144.9027
771,Ascot Vale,2/25 Harold St,3032,Moonee Valley,Western Metropolitan,425500,15/07/2017,Brad,2,1,1,1727,-37.77341,144.9013
772,Essendon,2/31 Leslie Rd,3040,Moonee Valley,Western Metropolitan,485000,17/06/2017,Barry,2,1,1,1856,-37.76,144.91439
773,Ascot Vale,24/157 Epsom Rd,3032,Moonee Valley,Western Metropolitan,825000,15/07/2017,McDonald,3,2,2,2905,-37.78258,144.91694
774,Travancore,2115/18 Mt Alexander Rd,3032,Moonee Valley,Western Metropolitan,341500,15/07/2017,McGrath,2,1,1,16000,-37.78466,144.93829
775,Brunswick,11 William St,3056,Moreland,Northern Metropolitan,705000,27/06/2016,Nelson,3,1,1,55,-37.7611,144.9622
776,Brunswick West,4/38 Melville Rd,3055,Moreland,Northern Metropolitan,598000,28/05/2016,Nelson,2,1,1,69,-37.766,144.9439
777,Brunswick,7/117 Albion St,3056,Moreland,Northern Metropolitan,620000,10/12/2016,Harrington,2,2,1,72,-37.7609,144.969
778,Brunswick West,6/524 Moreland Rd,3055,Moreland,Northern Metropolitan,400000,10/12/2016,Nelson,2,1,1,73,-37.7528,144.9368
779,Brunswick,2/3 Donald St,3056,Moreland,Northern Metropolitan,680000,4/06/2016,Nelson,3,3,1,81,-37.7575,144.9647
780,Brunswick,3 Ballarat St,3056,Moreland,Northern Metropolitan,625000,18/06/2016,Jellis,1,1,1,82,-37.7661,144.9614
781,Brunswick,5/185 Brunswick Rd,3056,Moreland,Northern Metropolitan,860000,7/05/2016,Nelson,4,2,1,95,-37.7772,144.9653
782,Brunswick,77 Brickworks Dr,3056,Moreland,Northern Metropolitan,815000,18/06/2016,Nelson,3,2,1,99,-37.769,144.953
783,Brunswick,1/263 Albion St,3056,Moreland,Northern Metropolitan,659500,7/11/2016,Walshe,2,1,1,100,-37.7601,144.9581
784,Brunswick,2/123 Brunswick Rd,3056,Moreland,Northern Metropolitan,640000,27/06/2016,Walshe,3,2,1,110,-37.7776,144.9691
785,Brunswick,1/32 Donald St,3056,Moreland,Northern Metropolitan,587000,12/11/2016,Jellis,2,1,1,114,-37.758,144.9667
786,Coburg,3/262 Reynard St,3058,Moreland,Northern Metropolitan,610000,8/10/2016,Ray,2,2,1,114,-37.7466,144.9482
787,Brunswick,3/38 Charles St,3056,Moreland,Northern Metropolitan,750000,10/09/2016,Nelson,2,2,1,118,-37.7723,144.9643
